,countryCode,countryName,createDate,data,elevation,latitude,longitude,measuredDate,mosquitohabitatmapperAbdomenCloseupPhotoUrls,mosquitohabitatmapperBreedingGroundEliminated,mosquitohabitatmapperComments,mosquitohabitatmapperDataSource,mosquitohabitatmapperExtraData,mosquitohabitatmapperGenus,mosquitohabitatmapperLarvaFullBodyPhotoUrls,mosquitohabitatmapperLarvaeCount,mosquitohabitatmapperLastIdentifyStage,mosquitohabitatmapperMeasuredAt,mosquitohabitatmapperMeasurementElevation,mosquitohabitatmapperMeasurementLatitude,mosquitohabitatmapperMeasurementLongitude,mosquitohabitatmapperMosquitoAdults,mosquitohabitatmapperMosquitoEggCount,mosquitohabitatmapperMosquitoEggs,mosquitohabitatmapperMosquitoHabitatMapperId,mosquitohabitatmapperMosquitoPupae,mosquitohabitatmapperSpecies,mosquitohabitatmapperUserid,mosquitohabitatmapperWaterSource,mosquitohabitatmapperWaterSourcePhotoUrls,mosquitohabitatmapperWaterSourceType,organizationId,organizationName,pid,protocol,publishDate,siteId,siteName,updateDate
8,,,2020-06-24T03:20:03,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-24T03:16:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67152454, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/24/1710589/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.7344, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23737, 'mosquitohabitatmapperMeasurementLongitude': -95.4783}",18.1,29.734152,-95.47831,2020-06-24,,True,,GLOBE Observer App,,,,0,identify,2020-06-24T03:16:00,0,29.7344,-95.4783,False,,False,23737,False,,67152454,adult mosquito trap,https://data.globe.gov/system/photos/2020/06/24/1710589/original.jpg,container: artificial,17043304,United States of America Citizen Science,163719755,mosquito_habitat_mapper,2020-07-18T21:00:08,203683,15RTN603919,2020-06-25T16:35:41
0,,,2020-06-17T15:35:14,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-17T15:29:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67120922, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'jar', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/17/1694247/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 33.9786, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23286, 'mosquitohabitatmapperMeasurementLongitude': -84.4856}",332.5,33.978323,-84.486537,2020-06-17,,False,,GLOBE Observer App,,,,,identify,2020-06-17T15:29:00,0,33.9786,-84.4856,,,,23286,False,,67120922,jar,https://data.globe.gov/system/photos/2020/06/17/1694247/original.jpg,container: artificial,17043304,United States of America Citizen Science,163689305,mosquito_habitat_mapper,2020-07-18T21:00:08,203674,16SGC322626,2020-06-17T15:55:30
1,,,2020-07-11T15:40:02,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-06T15:06:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67120922, 'mosquitohabitatmapperLarvaeCount': '14', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': 'Anopheles', 'mosquitohabitatmapperWaterSource': 'dish or pot', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/06/1752050/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': 'https://data.globe.gov/system/photos/2020/07/06/1752051/original.jpg', 'mosquitohabitatmapperMeasurementLatitude': 33.9785, 'mosquitohabitatmapperLastIdentifyStage': 'identify-no-siphon', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24546, 'mosquitohabitatmapperMeasurementLongitude': -84.4857}",332.5,33.978323,-84.486537,2020-07-06,,False,,GLOBE Observer App,,Anopheles,https://data.globe.gov/system/photos/2020/07/06/1752051/original.jpg,14,identify-no-siphon,2020-07-06T15:06:00,0,33.9785,-84.4857,False,,False,24546,False,,67120922,dish or pot,https://data.globe.gov/system/photos/2020/07/06/1752050/original.jpg,container: artificial,17043304,United States of America Citizen Science,163784358,mosquito_habitat_mapper,2020-07-18T21:00:08,203674,16SGC322626,2020-07-13T11:30:03
2,,,2020-07-11T15:40:04,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-11T15:35:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67120922, 'mosquitohabitatmapperLarvaeCount': '8', 'mosquitohabitatmapperMosquitoEggs': True, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'dish or pot', 'mosquitohabitatmapperMosquitoAdults': True, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/11/1752063/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': 'https://data.globe.gov/system/photos/2020/07/11/1752064/original.jpg', 'mosquitohabitatmapperMeasurementLatitude': 33.9786, 'mosquitohabitatmapperLastIdentifyStage': 'identify-siphon-shape', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24547, 'mosquitohabitatmapperMeasurementLongitude': -84.4856}",332.5,33.978323,-84.486537,2020-07-11,,False,,GLOBE Observer App,,,https://data.globe.gov/system/photos/2020/07/11/1752064/original.jpg,8,identify-siphon-shape,2020-07-11T15:35:00,0,33.9786,-84.4856,True,,True,24547,False,,67120922,dish or pot,https://data.globe.gov/system/photos/2020/07/11/1752063/original.jpg,container: artificial,17043304,United States of America Citizen Science,163784360,mosquito_habitat_mapper,2020-07-18T21:00:08,203674,16SGC322626,2020-07-13T11:50:07
3,,,2020-06-17T15:35:08,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-17T15:33:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67120922, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'jar', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': None, 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 33.9788, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23287, 'mosquitohabitatmapperMeasurementLongitude': -84.4851}",336.7,33.978301,-84.485455,2020-06-17,,False,,GLOBE Observer App,,,,,identify,2020-06-17T15:33:00,0,33.9788,-84.4851,,,,23287,False,,67120922,jar,,container: artificial,17043304,United States of America Citizen Science,163689304,mosquito_habitat_mapper,2020-07-18T21:00:08,203675,16SGC323626,2020-06-17T15:55:12
0,,,2020-06-24T20:45:03,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-24T20:27:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67463027, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'cement, metal or plastic tank', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Eggs visible', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/24/1712757/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.5806, 'mosquitohabitatmapperLastIdentifyStage': 'identify-later', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23788, 'mosquitohabitatmapperMeasurementLongitude': -98.2593}",224.7,29.580216,-98.259698,2020-06-24,,False,Eggs visible,GLOBE Observer App,,,,,identify-later,2020-06-24T20:27:00,0,29.5806,-98.2593,,,,23788,False,,67463027,"cement, metal or plastic tank",https://data.globe.gov/system/photos/2020/06/24/1712757/original.jpg,container: artificial,17043304,United States of America Citizen Science,163722083,mosquito_habitat_mapper,2020-07-18T21:00:08,205202,14RNT717725,2020-06-25T16:50:19
1,,,2020-06-24T20:45:03,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-24T20:26:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67463027, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'cement, metal or plastic tank', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Eggs visible', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/24/1712753/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.5805, 'mosquitohabitatmapperLastIdentifyStage': 'identify-later', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23787, 'mosquitohabitatmapperMeasurementLongitude': -98.2594}",224.7,29.580216,-98.259698,2020-06-24,,False,Eggs visible,GLOBE Observer App,,,,,identify-later,2020-06-24T20:26:00,0,29.5805,-98.2594,,,,23787,False,,67463027,"cement, metal or plastic tank",https://data.globe.gov/system/photos/2020/06/24/1712753/original.jpg,container: artificial,17043304,United States of America Citizen Science,163722083,mosquito_habitat_mapper,2020-07-18T21:00:08,205202,14RNT717725,2020-06-25T16:50:19
2,,,2020-06-24T20:45:10,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-20T22:36:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67463027, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'cement, metal or plastic tank', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/20/1712709/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712710/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712711/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712712/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712713/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712714/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712715/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712716/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712717/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.5814, 'mosquitohabitatmapperLastIdentifyStage': 'identify-later', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23782, 'mosquitohabitatmapperMeasurementLongitude': -98.2601}",230.1,29.581124,-98.260724,2020-06-20,,False,,GLOBE Observer App,,,,,identify-later,2020-06-20T22:36:00,0,29.5814,-98.2601,,,,23782,False,,67463027,"cement, metal or plastic tank",https://data.globe.gov/system/photos/2020/06/20/1712709/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712710/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712711/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712712/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712713/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712714/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712715/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712716/original.jpg; https://data.globe.gov/system/photos/2020/06/20/1712717/original.jpg,container: artificial,17043304,United States of America Citizen Science,163722089,mosquito_habitat_mapper,2020-07-18T21:00:08,205210,14RNT716726,2020-06-25T16:00:15
3,,,2020-06-24T20:45:04,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-24T20:28:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67463027, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'cement, metal or plastic tank', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Eggs Visible', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/24/1712759/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.5813, 'mosquitohabitatmapperLastIdentifyStage': 'identify-later', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23789, 'mosquitohabitatmapperMeasurementLongitude': -98.26}",230.1,29.581124,-98.260724,2020-06-24,,False,Eggs Visible,GLOBE Observer App,,,,,identify-later,2020-06-24T20:28:00,0,29.5813,-98.26,,,,23789,False,,67463027,"cement, metal or plastic tank",https://data.globe.gov/system/photos/2020/06/24/1712759/original.jpg,container: artificial,17043304,United States of America Citizen Science,163722084,mosquito_habitat_mapper,2020-07-18T21:00:08,205210,14RNT716726,2020-06-25T16:50:18
4,,,2020-06-24T20:45:04,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-24T20:31:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67463027, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'cement, metal or plastic tank', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Eggs visible', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/24/1712760/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.5814, 'mosquitohabitatmapperLastIdentifyStage': 'identify-later', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23790, 'mosquitohabitatmapperMeasurementLongitude': -98.2597}",230.1,29.581124,-98.260724,2020-06-24,,False,Eggs visible,GLOBE Observer App,,,,,identify-later,2020-06-24T20:31:00,0,29.5814,-98.2597,,,,23790,False,,67463027,"cement, metal or plastic tank",https://data.globe.gov/system/photos/2020/06/24/1712760/original.jpg,container: artificial,17043304,United States of America Citizen Science,163722084,mosquito_habitat_mapper,2020-07-18T21:00:08,205210,14RNT716726,2020-06-25T16:50:18
5,,,2020-06-24T20:45:04,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-24T16:17:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67463027, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'cement, metal or plastic tank', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/24/1712739/original.jpg; https://data.globe.gov/system/photos/2020/06/24/1712740/original.jpg; https://data.globe.gov/system/photos/2020/06/24/1712741/original.jpg; https://data.globe.gov/system/photos/2020/06/24/1712742/original.jpg; https://data.globe.gov/system/photos/2020/06/24/1712746/original.jpg; https://data.globe.gov/system/photos/2020/06/24/1712749/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.5814, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23786, 'mosquitohabitatmapperMeasurementLongitude': -98.2605}",230.1,29.581124,-98.260724,2020-06-24,,False,,GLOBE Observer App,,,,,identify,2020-06-24T16:17:00,0,29.5814,-98.2605,,,,23786,False,,67463027,"cement, metal or plastic tank",https://data.globe.gov/system/photos/2020/06/24/1712739/original.jpg; https://data.globe.gov/system/photos/2020/06/24/1712740/original.jpg; https://data.globe.gov/system/photos/2020/06/24/1712741/original.jpg; https://data.globe.gov/system/photos/2020/06/24/1712742/original.jpg; https://data.globe.gov/system/photos/2020/06/24/1712746/original.jpg; https://data.globe.gov/system/photos/2020/06/24/1712749/original.jpg,container: artificial,17043304,United States of America Citizen Science,163722084,mosquito_habitat_mapper,2020-07-18T21:00:08,205210,14RNT716726,2020-06-25T16:50:18
6,,,2020-06-30T19:50:02,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-30T19:42:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67463027, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'cement, metal or plastic tank', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Eggs visible', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/30/1726622/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.5813, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24020, 'mosquitohabitatmapperMeasurementLongitude': -98.26}",230.1,29.581124,-98.260724,2020-06-30,,False,Eggs visible,GLOBE Observer App,,,,,identify,2020-06-30T19:42:00,0,29.5813,-98.26,,,,24020,False,,67463027,"cement, metal or plastic tank",https://data.globe.gov/system/photos/2020/06/30/1726622/original.jpg,container: artificial,17043304,United States of America Citizen Science,163746267,mosquito_habitat_mapper,2020-07-18T21:00:08,205210,14RNT716726,2020-07-01T13:40:56
7,,,2020-06-30T19:50:02,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-30T19:44:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67463027, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'cement, metal or plastic tank', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'Eggs visible', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/30/1726623/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 29.5815, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24021, 'mosquitohabitatmapperMeasurementLongitude': -98.2598}",230.1,29.581124,-98.260724,2020-06-30,,False,Eggs visible,GLOBE Observer App,,,,,identify,2020-06-30T19:44:00,0,29.5815,-98.2598,,,,24021,False,,67463027,"cement, metal or plastic tank",https://data.globe.gov/system/photos/2020/06/30/1726623/original.jpg,container: artificial,17043304,United States of America Citizen Science,163746267,mosquito_habitat_mapper,2020-07-18T21:00:08,205210,14RNT716726,2020-07-01T13:40:56
